2.528856	127.45
2.528856	127.45
2.540864	126.65
2.540864	126.65
2.553744	126.65
2.565172	126.65
2.568856	126.65
2.580864	126.65
2.593268	127.73
2.593268	127.73
2.611120	127.73
2.623132	127.73
2.633268	127.73
2.633268	127.73
2.650644	128.35
2.650644	128.35
2.662656	127.59
2.662656	127.59
2.668904	127.30
2.668904	127.30
2.675832	126.96
2.675832	126.96
2.681776	126.96
2.690644	126.96
2.690644	126.96
2.702656	126.96
2.708904	126.96
2.715832	126.96
2.721300	128.47
2.721300	128.47
2.724416	128.47
2.761300	128.47
2.763940	130.12
2.763940	130.12
2.770904	130.12
2.803940	130.12
2.810428	131.40
2.810428	131.40
2.814192	131.40
2.850428	131.40
2.853716	132.85
2.853716	132.85
2.860040	132.85
2.893716	132.85
2.899564	134.05
2.899564	134.05
2.903328	134.05
2.939564	134.05
2.942852	135.38
2.942852	135.38
2.945968	135.38
2.982852	135.38
2.985492	136.69
2.985492	136.69
2.991816	136.69
3.025492	136.69
3.031340	137.72
3.031340	137.72
3.034456	137.72
3.071340	137.72
3.073980	138.92
3.073980	138.92
3.077744	138.92
3.113980	138.92
3.117268	140.03
3.117268	140.03
3.120384	140.03
3.157268	140.03
3.159908	141.14
3.159908	141.14
3.163024	141.14
3.199908	141.14
3.202548	142.20
3.202548	142.20
3.205664	142.20
3.242548	142.20
3.245188	143.23
3.245188	143.23
3.248304	143.23
3.285188	143.23
3.287828	144.21
3.287828	144.21
3.290944	144.21
3.295832	144.21
3.327828	144.21
3.330468	145.16
3.330468	145.16
3.333584	145.16
3.335832	145.16
3.370468	145.16
3.373108	146.07
3.373108	146.07
3.376224	146.07
3.413108	146.07
3.415748	146.95
3.415748	146.95
3.419512	146.95
3.455748	146.95
3.459036	147.76
3.459036	147.76
3.462800	147.76
3.499036	147.76
3.502324	148.54
3.502324	148.54
3.542324	148.54
3.544964	149.34
3.544964	149.34
3.584964	149.34
4.535832	149.34
4.575832	149.34
4.575832	149.34
4.657996	105.69
4.657996	105.69
4.659676	105.69
4.662716	105.69
4.665756	105.69
4.668796	105.69
4.671836	105.69
4.674876	105.69
4.677916	105.69
4.680956	105.69
4.683996	105.69
4.687036	105.69
4.690076	105.69
4.693116	105.69
4.696156	105.69
4.697996	105.69
4.699196	105.69
4.699200	104.59
4.699200	104.59
4.699200	104.59
4.702236	104.59
4.702240	104.59
4.702240	104.59
4.705276	104.59
4.705280	104.59
4.705280	104.59
4.708316	104.59
4.708320	104.59
4.708320	104.59
4.708320	104.59
4.711356	104.59
4.711360	104.59
4.711360	104.59
4.714396	104.59
4.714400	104.59
4.714400	104.59
4.717436	104.59
4.717440	104.59
4.717440	104.59
4.717440	104.59
4.720476	104.59
4.720480	104.60
4.720480	104.60
4.723520	104.60
4.723520	104.60
4.726560	104.60
4.726560	104.60
4.729600	104.60
4.729600	104.60
4.732640	104.60
4.732640	104.60
4.732640	104.60
4.735680	104.60
4.735680	104.60
4.738720	104.60
4.738720	104.60
4.739200	104.60
4.739200	104.60
4.739200	104.60
4.741760	104.60
4.741760	104.60
4.742240	104.60
4.744800	104.60
4.744800	104.60
4.745280	104.60
4.747840	104.60
4.747840	104.60
4.747840	104.60
4.748320	104.60
4.748320	104.60
4.750880	104.60
4.750880	104.60
4.751360	104.60
4.753920	104.60
4.753920	104.60
4.754400	104.60
4.756960	104.60
4.756960	104.60
4.757440	104.60
4.757440	104.60
4.760000	104.60
4.760000	104.60
4.760480	104.60
4.763040	104.60
4.763040	104.60
4.763520	104.60
4.766560	104.60
4.769600	104.60
4.772640	104.60
4.772640	104.60
4.775680	104.60
4.778720	104.60
4.781760	104.60
4.781840	104.60
4.784800	104.60
4.787840	104.60
4.787840	104.60
4.790880	104.60
4.793920	104.60
4.796960	104.60
4.800000	104.60
4.803040	104.60
4.821364	105.19
4.821364	105.19
4.824480	105.19
4.861364	105.19
4.861364	105.19
4.864004	106.19
4.864004	106.19
4.867120	106.19
4.904004	106.19
4.904004	106.19
4.906644	107.17
4.906644	107.17
4.910328	107.15
4.913448	107.15
4.946644	107.15
4.946644	107.15
4.952972	108.11
4.952972	108.11
4.959864	108.00
4.965056	108.00
4.992972	108.00
4.992972	108.00
5.004580	108.88
5.004580	108.88
5.008264	108.86
5.011384	108.86
5.044580	108.86
5.050908	109.78
5.050908	109.78
5.054672	109.78
5.090908	109.78
5.094196	110.66
5.094196	110.66
5.124848	110.66
5.134196	110.66
5.164372	110.80
5.164372	110.80
5.170696	110.80
5.204372	110.80
5.210220	111.57
5.210220	111.57
5.216544	111.57
5.250220	111.57
5.256068	112.33
5.256068	112.33
5.259184	112.33
5.296068	112.33
5.298708	113.16
5.298708	113.16
5.302472	113.16
5.338708	113.16
5.341996	113.96
5.341996	113.96
5.345112	113.96
5.381996	113.96
5.384636	114.75
5.384636	114.75
5.387752	114.75
5.424636	114.75
5.427276	115.53
5.427276	115.53
5.430392	115.53
5.467276	115.53
5.469916	116.30
5.469916	116.30
5.473032	116.30
