1.000000	-0.00
1.040000	-0.00
1.040000	-0.00
1.082564	7.52
1.082564	7.52
1.122564	7.52
1.122564	7.52
1.165128	5.11
1.165128	5.11
1.165128	5.11
1.205128	5.11
1.205128	5.11
1.205128	5.11
1.247768	5.11
1.287292	36.23
1.287292	36.23
1.327292	36.23
1.327292	36.23
1.329932	59.60
1.329932	59.60
1.369856	53.36
1.369856	53.36
1.369856	53.36
1.369932	53.36
1.369932	53.36
1.409856	53.36
1.409856	53.36
1.409856	53.36
1.412496	48.11
1.412496	48.11
1.412496	48.11
1.452496	48.11
1.452496	48.11
1.452496	48.11
1.492020	58.05
1.492020	58.05
1.495136	58.05
1.532020	58.05
1.532020	58.05
1.534660	69.87
1.534660	69.87
1.537776	69.87
1.574660	69.87
1.574660	69.87
1.577300	79.81
1.577300	79.81
1.580984	79.85
1.580984	79.85
1.580984	79.85
1.617300	79.85
1.617300	79.85
1.620984	79.85
1.620984	79.85
1.620984	79.85
1.623628	88.28
1.623628	88.28
1.626672	88.36
1.626672	88.36
1.626672	88.36
1.659864	84.15
1.659864	84.15
1.659864	84.15
1.663624	84.15
1.663628	84.15
1.663628	84.15
1.666672	84.15
1.666672	84.15
1.699864	84.15
1.699864	84.15
1.703148	91.20
1.703148	91.20
1.706912	91.20
1.743148	91.20
1.746436	97.39
1.746436	97.39
1.752760	97.39
1.786436	97.39
1.792284	102.51
1.792284	102.51
1.796048	102.51
1.832284	102.51
1.835572	107.39
1.835572	107.39
1.841896	107.39
1.875572	107.39
1.881420	111.43
1.881420	111.43
1.907020	111.43
1.910060	111.43
1.913100	111.43
1.916140	111.43
1.921420	111.43
1.921420	111.43
1.924708	115.38
1.924708	115.38
1.946544	112.96
1.946544	112.96
1.946544	112.96
1.949584	112.93
1.949584	112.93
1.949584	112.93
1.952624	112.91
1.952624	112.91
1.952624	112.91
1.955664	112.88
1.955664	112.88
1.955664	112.88
1.958704	112.85
1.958704	112.85
1.958704	112.85
1.963984	112.56
1.963984	112.56
1.963984	112.56
1.964708	112.56
1.964708	112.56
1.986544	112.56
1.986544	112.56
1.986544	112.56
1.989584	112.56
1.989584	112.56
1.992624	112.56
1.992624	112.56
1.995664	112.56
1.995664	112.56
1.998704	112.56
1.998704	112.56
2.003984	112.56
2.003984	112.56
2.007272	107.85
2.007272	107.85
2.007272	107.85
2.029184	107.85
2.047272	107.85
2.047272	107.85
2.068708	109.50
2.068708	109.50
2.071824	109.50
2.108708	109.50
2.108708	109.50
2.111348	112.90
2.111348	112.90
2.114464	112.90
2.151348	112.90
2.153988	116.05
2.153988	116.05
2.157752	116.05
2.193988	116.05
2.197276	118.90
2.197276	118.90
2.203600	118.90
2.210492	118.90
2.214180	118.90
2.237276	118.90
2.237276	118.90
2.243124	121.28
2.243124	121.28
2.250016	120.86
2.250016	120.86
2.250016	120.86
2.253704	120.75
2.253704	120.75
2.253704	120.75
2.259952	120.40
2.259952	120.40
2.259952	120.40
2.279840	118.72
2.279840	118.72
2.279840	118.72
2.283124	118.72
2.283124	118.72
2.290016	118.72
2.290016	118.72
2.290744	118.72
2.293704	118.72
2.293704	118.72
2.299952	118.72
2.299952	118.72
2.319840	118.72
2.319840	118.72
2.330268	120.53
2.330268	120.53
2.337160	120.14
2.337160	120.14
2.337160	120.14
2.342352	120.14
2.370268	120.14
2.370268	120.14
2.377160	120.14
2.377160	120.14
2.381876	122.34
2.381876	122.34
2.384992	122.34
2.421876	122.34
2.421876	122.34
2.424516	124.58
2.424516	124.58
2.433968	123.96
2.433968	123.96
2.433968	123.96
2.439160	123.96
2.464516	123.96
2.473968	123.96
2.473968	123.96
2.478684	125.89
2.478684	125.89
2.485648	125.89
2.489332	125.89
2.518684	125.89
2.518684	125.89
2.525172	127.55
2.525172	127.55
